Funder,Recipient,Total value
United Nations (UN),Nepal,55094419
United Nations (UN),Nicaragua,42551223
United Nations (UN),Niger,213240390
United Nations (UN),Nigeria,721544705
United Nations (UN),North Macedonia,7592987
United Nations (UN),Not reported,1122586273
United Nations (UN),Oman,581152
United Nations (UN),Pakistan,939256145
United Nations (UN),Palestine,266881956
United Nations (UN),Panama,2389026
United Nations (UN),Papua New Guinea,23589606
United Nations (UN),Paraguay,23786820
United Nations (UN),Peru,57707033
United Nations (UN),Philippines,32909375
United Nations (UN),Republic of Moldova,11128297
United Nations (UN),Rwanda,58768948
United Nations (UN),Saint Vincent and the Grenadines,285126
United Nations (UN),Samoa,1014848
United Nations (UN),Sao Tome and Principe,2205443
United Nations (UN),Saudi Arabia,1788701
United Nations (UN),Senegal,55803629
United Nations (UN),Serbia,19028970
United Nations (UN),Seychelles,617277
United Nations (UN),Sierra Leone,243599246
United Nations (UN),Sint Maarten,5000
United Nations (UN),Solomon Islands,578945
United Nations (UN),Somalia,682389128
United Nations (UN),South Africa,36375146
United Nations (UN),South Sudan,366236033
United Nations (UN),Sri Lanka,33411175
United Nations (UN),Sudan,264311571
United Nations (UN),Suriname,142812
United Nations (UN),Switzerland,114675462
United Nations (UN),Syrian Arab Republic,118312299
United Nations (UN),Tajikistan,17189945
United Nations (UN),Thailand,9017728
United Nations (UN),Timor-Leste,29757921
United Nations (UN),Togo,29250873
United Nations (UN),Tonga,175053
United Nations (UN),Trinidad and Tobago,10400
United Nations (UN),Tunisia,36934167
United Nations (UN),Turkey,12063894
United Nations (UN),Turkmenistan,9975116
United Nations (UN),Tuvalu,510315
United Nations (UN),Uganda,313705360
United Nations (UN),Ukraine,28815357
United Nations (UN),United Nations (UN),11270371
United Nations (UN),United Republic of Tanzania,84275974
United Nations (UN),United States of America,1174223
United Nations (UN),Uruguay,4398210
United Nations (UN),Uzbekistan,46880472
United Nations (UN),"Venezuela, Bolivarian Republic of",11598549
United Nations (UN),Viet Nam,40877587
United Nations (UN),World Health Organization (WHO),161075353
United Nations (UN),Yemen,396021639
United Nations (UN),Zambia,54829620
United Nations (UN),Zimbabwe,416573615
United Nations Human Settlement Programme,Pakistan,1453591
United Kingdom,Afghanistan,30968804
United Kingdom,Africa,698824302
United Kingdom,Asia,61519263
United Kingdom,Bangladesh,377028792
United Kingdom,Bhutan,3898036
United Kingdom,Biosecure Ltd,130788
United Kingdom,Brazil,8161816
United Kingdom,Burkina Faso,3452273
United Kingdom,Burundi,3588752
United Kingdom,Cambodia,908203
United Kingdom,Caribbean,63548325
United Kingdom,Chile,283588
United Kingdom,China,2951355
United Kingdom,Coalition for Epidemic Preparedness Innovations (CEPI),317819150
United Kingdom,Colombia,235594
United Kingdom,Democratic People's Republic of Korea,13660
United Kingdom,Democratic Republic of the Congo,416674183
United Kingdom,East Africa,4023063
United Kingdom,Eastern Asia,814994
United Kingdom,Ecuador,186470
United Kingdom,Egypt,20857
United Kingdom,Eritrea,9378246
United Kingdom,Eswatini,3195902
United Kingdom,Ethiopia,738168742
United Kingdom,Georgia,436063
United Kingdom,Ghana,147862868
United Kingdom,Haiti,4337209
United Kingdom,India,129040682
United Kingdom,Indonesia,12084559
United Kingdom,Iran,2681663
United Kingdom,Iraq,10201692
United Kingdom,Jamaica,1686671
United Kingdom,Jordan,49122644
United Kingdom,Kenya,258527717
United Kingdom,Kyrgyzstan,6258
United Kingdom,Lao People's Democratic Republic,5768816
United Kingdom,Lebanon,455883
United Kingdom,Liberia,16824437
United Kingdom,Libya,6007937
United Kingdom,Low and middle-income countries (LMIC),4198342031
United Kingdom,Madagascar,203
United Kingdom,Malawi,230089141
United Kingdom,Malaysia,3008677
United Kingdom,Mexico,2414421
United Kingdom,Middle East,1516352
United Kingdom,Mozambique,132658142
United Kingdom,Myanmar,240355942
United Kingdom,Nepal,209545363
United Kingdom,Nigeria,540226304
United Kingdom,Pakistan,332933413
United Kingdom,Palestine,831690
United Kingdom,Pan American Health Organization (PAHO),1000000
United Kingdom,Papua New Guinea,7029913
United Kingdom,Peru,621534
United Kingdom,Philippines,2448341
United Kingdom,Rwanda,15770854
United Kingdom,Senegal,6210047
United Kingdom,Sierra Leone,444011385
United Kingdom,Somalia,202372498
United Kingdom,South Africa,30496757
United Kingdom,South America,81545
United Kingdom,Southern Africa,241444
United Kingdom,Southern Asia,1700095
United Kingdom,South Sudan,474398717
United Kingdom,Sri Lanka,6489485
United Kingdom,Sub-Saharan Africa,72257118
United Kingdom,Sudan,44126804
United Kingdom,Syrian Arab Republic,27455210
United Kingdom,Tajikistan,2833794
United Kingdom,Thailand,1998868
United Kingdom,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",50066308
United Kingdom,Timor-Leste,6471706
United Kingdom,Tunisia,28615
United Kingdom,Turkey,96176885
United Kingdom,Uganda,209557784
United Kingdom,Ukraine,464700
United Kingdom,United Kingdom,87610052
United Kingdom,United Nations (UN),31884000
United Kingdom,United Republic of Tanzania,181641876
United Kingdom,United States of America,8710
United Kingdom,Uzbekistan,45429
United Kingdom,Viet Nam,14301795
United Kingdom,West Africa,353596
United Kingdom,World Health Organization (WHO),189851072
United Kingdom,Yemen,24184531
United Kingdom,Zambia,138521162
United Kingdom,Zimbabwe,293361513
UN Foundation,United Nations (UN),300371
UN Foundation,United States of America,318001
UN Federal Credit Union Foundation,World Health Organization (WHO),76497
ULB-Coopération,Democratic Republic of the Congo,11930544
ULB-Coopération,Senegal,52057
UK-Med,Lebanon,301053
UK-Med,Yemen,758567
UHAI EASHRI,Burundi,267928
UHAI EASHRI,Kenya,608170
UHAI EASHRI,Uganda,589289
Turkey,United Nations (UN),3000000
Tropical Health and Education Trust,Ghana,100310
Tropical Health and Education Trust,Kenya,34577
Tropical Health and Education Trust,Myanmar,373685
Tropical Health and Education Trust,Uganda,1001524
Tropical Health and Education Trust,United Republic of Tanzania,90352
Tropical Health and Education Trust,Zambia,262765
TradeMark East Africa,Africa,645796
TradeMark East Africa,Kenya,3279970
TradeMark East Africa,Rwanda,60251
TradeMark East Africa,Uganda,162472
TradeMark East Africa,United Republic of Tanzania,0
Togo,United Nations (UN),1581
Timidria,Niger,45360
The William and Flora Hewlett Foundation,Low and middle-income countries (LMIC),2500000
The William and Flora Hewlett Foundation,Uganda,40000
The William and Flora Hewlett Foundation,West Africa,1000000
The University of Oxford,Bangladesh,33330
The University of Oxford,Burkina Faso,336008
The University of Oxford,Cambodia,117661
The University of Oxford,Democratic Republic of the Congo,470486
The University of Oxford,Gambia,164414
The University of Oxford,Guinea,75427
The University of Oxford,Netherlands,468469
The University of Oxford,Niger,437129
The University of Oxford,Nigeria,111515
The University of Oxford,Rwanda,218912
The University of Oxford,Thailand,2100208
The University of Oxford,United Kingdom,2603785
The University of Oxford,United Republic of Tanzania,83765
The University of Oxford,United States of America,171178
The Power of Nutrition,Benin,1550000
The Power of Nutrition,Burkina Faso,11100000
The Power of Nutrition,Cote d'Ivoire,10400000
The Power of Nutrition,Ethiopia,20000000
The Power of Nutrition,Lesotho,5000000
The Power of Nutrition,Liberia,6118583
The Power of Nutrition,Madagascar,10000000
The Power of Nutrition,Nigeria,2910000
The Power of Nutrition,Rwanda,35000000
The Power of Nutrition,United Republic of Tanzania,20000000
"The Population Council, Inc.",Pakistan,25000
The Pacific Community (SPC),World Health Organization (WHO),500000
The Open University,Africa,623356
The Open University,Asia,311678
The Open University,Middle East,311678
The Open University,United Kingdom,1153865
The Leprosy Mission Nepal,Nepal,1003755
The Leprosy Mission,Mozambique,730651
The Leprosy Mission,Nepal,2958385
The Hunger Project Netherlands,Bangladesh,79609
The Hunger Project Netherlands,Burkina Faso,103495
The Hunger Project Netherlands,Ethiopia,124071
The Hunger Project Netherlands,Netherlands,1839317
The Hunger Project Netherlands,South Africa,148587
The Hunger Project Netherlands,Spain,679192
The Hunger Project Netherlands,Uganda,261847
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Afghanistan,209694563
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Albania,6916251
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Algeria,8134682
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",America,83463019
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Angola,179130074
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Armenia,38919830
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Azerbaijan,59952961
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Bangladesh,451427065
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Belarus,73253239
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Belize,8399636
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Benin,275979863
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Bhutan,13367993
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Bolivia,72136780
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Bosnia and Herzegovina,11928098
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Botswana,62206811
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Bulgaria,18372144
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Burkina Faso,490975211
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Burundi,270429995
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Cabo Verde,14612253
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Cambodia,236181385
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Cameroon,609545111
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Caribbean,255245
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",CARICOM,363970
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Central African Republic,215775164
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Chad,311851723
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",China,2253367
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Colombia,43830234
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Comoros,27658421
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Congo,91355805
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Costa Rica,10402188
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Cote d'Ivoire,626707982
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Cuba,59874556
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Democratic People's Republic of Korea,73154646
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Democratic Republic of the Congo,1693840848
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Djibouti,36029402
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Dominican Republic,76734603
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",East Africa,175425
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Eastern Asia,1852727
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Eastern Europe and Central Asia,948102
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Ecuador,28122771
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Egypt,10294826
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",El Salvador,65701566
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Eritrea,142203441
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Eswatini,144478828
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Ethiopia,1224371367
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Fiji,4082227
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Gabon,6478276
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Gambia,109935831
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Georgia,77971009
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Ghana,657966811
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Guatemala,105976467
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Guinea,317083375
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",Guinea Bissau,130274135
